PMID,Amount,Country,Region,ISO3
38376901,344,Netherlands,Europe,NLD
38376930,351,USA,North America,USA
38377166,165,Uganda,Africa,UGA
38377327,34,Qatar,Middle East,QAT
38377330,427,Germany,Europe,DEU
38377666,57,Romania,Europe,ROU
38378387,121,Denmark,Europe,DNK
38378506,188,Germany,Europe,DEU
38378570,483,Iran,Middle East,IRN
38378685,100,USA,North America,USA
38378687,371,China,Asia-Pacific,CHN
38378704,494,Bangladesh,Asia-Pacific,BGD
38379132,150,Kenya,Africa,KEN
38379179,243,Ukraine,Europe,UKR
38379217,200,USA,North America,USA
38379262,213,China,Asia-Pacific,CHN
38379275,44,Japan,Asia-Pacific,JPN
38379751,134,Iran,Middle East,IRN
38380316,116,Germany,Europe,DEU
38380649,50,UK,Europe,GBR
38381369,62,China,Asia-Pacific,CHN
38381417,93,USA,North America,USA
38381428,689,Germany,Europe,DEU
38381551,37,USA,North America,USA
38381711,60,USA,North America,USA
38381842,12211,USA,North America,USA
38382737,39,India,Asia-Pacific,IND
38382813,132,USA,North America,USA
38382912,83,USA,North America,USA
38383079,61,Spain,Europe,ESP
38383307,42,China,Asia-Pacific,CHN
38383361,294,Thailand,Asia-Pacific,THA
38383378,240,Nigeria,Africa,NGA
38383402,62,UK,Europe,GBR
38384180,160,South Korea,Asia-Pacific,KOR
38384404,153,China,Asia-Pacific,CHN
38384881,62,China,Asia-Pacific,CHN
38385304,30,Germany,Europe,DEU
38385363,249,China,Asia-Pacific,CHN
38385711,292,India,Asia-Pacific,IND
38386323,160,China,Asia-Pacific,CHN
38386696,93,USA,North America,USA
38386949,360,USA,North America,USA
38387404,298,UK,Europe,GBR
38387597,40,USA,North America,USA
38387622,248,USA,North America,USA
38387980,40,UK,Europe,GBR
38387989,144,USA,North America,USA
38388014,30,USA,North America,USA
38388236,120,China,Asia-Pacific,CHN
38388370,100,Iran,Middle East,IRN
38388571,27,Canada,North America,CAN
38388688,656,China,Asia-Pacific,CHN
38388884,30,Iran,Middle East,IRN
38388956,480,India,Asia-Pacific,IND
38388959,250,Sweden,Europe,SWE
38389078,220,Egypt,Africa,EGY
38389262,36,India,Asia-Pacific,IND
38389481,127,Bangladesh,Asia-Pacific,BGD
38389945,148,Iran,Middle East,IRN
38390833,168,Japan,Asia-Pacific,JPN
38391189,201,USA,North America,USA
38392042,76,Spain,Europe,ESP
38392049,140,Italy,Europe,ITA
38392076,40,Brazil,South America,BRA
38393515,70,Japan,Asia-Pacific,JPN
38393654,1241,USA,North America,USA
38393728,220,Germany,Europe,DEU
38394296,137,USA,North America,USA
38394391,288,UK,Europe,GBR
38394783,80,USA,North America,USA
38395329,825,USA,North America,USA
38395537,916,USA,North America,USA
38395539,103,USA,North America,USA
38395782,905,Germany,Europe,DEU
38395969,148,Netherlands,Europe,NLD
38396060,24,South Korea,Asia-Pacific,KOR
38397696,472,USA,North America,USA
38397730,96,USA,North America,USA
38398809,24,Czech Republic,Europe,CZE
38398813,39,UK,Europe,GBR
38398818,105,South Korea,Asia-Pacific,KOR
38398850,60,USA,North America,USA
38398881,112,Russia,Europe,RUS
38398889,153,China,Asia-Pacific,CHN
38399486,19,Slovenia,Europe,SVN
38399543,55,Turkey,Middle East,TUR
38399560,124,USA,North America,USA
38399574,30,Italy,Europe,ITA
38399609,50,South Korea,Asia-Pacific,KOR
38399615,47,South Korea,Asia-Pacific,KOR
38400919,36,UK,Europe,GBR
38401068,100,China,Asia-Pacific,CHN
38401072,100,China,Asia-Pacific,CHN
38401091,150,China,Asia-Pacific,CHN
38401095,116,China,Asia-Pacific,CHN
38401110,80,China,Asia-Pacific,CHN
38401111,100,China,Asia-Pacific,CHN
38401114,80,China,Asia-Pacific,CHN
38401551,180,Benin,Africa,BEN
38402053,70,China,Asia-Pacific,CHN
38402192,50,China,Asia-Pacific,CHN
38402329,602,Iran,Middle East,IRN
38402353,209,China,Asia-Pacific,CHN
38402530,422,UK,Europe,GBR
38402805,40,USA,North America,USA
38402850,218,USA,North America,USA
38402887,294,Gambia,Africa,GMB
38402895,386,UK,Europe,GBR
38403099,362,USA,North America,USA
38403273,723,Norway,Europe,NOR
38403558,189,USA,North America,USA
38403687,23,China,Asia-Pacific,CHN
38403689,226,Japan,Asia-Pacific,JPN
38403818,401,Germany,Europe,DEU
38403887,225,Russia,Europe,RUS
38403961,3700,USA,North America,USA
38404074,180,Nigeria,Africa,NGA
38404081,150,Pakistan,Asia-Pacific,PAK
38404253,719,Australia,Asia-Pacific,AUS
38406771,75,Iraq,Middle East,IRQ
38406848,298,China,Asia-Pacific,CHN
38406865,12,China,Asia-Pacific,CHN
38406904,122,Pakistan,Asia-Pacific,PAK
38406953,90,Pakistan,Asia-Pacific,PAK
38407394,180,USA,North America,USA
38407540,121,Switzerland,Europe,CHE
38407594,90,Norway,Europe,NOR
38407686,90,Italy,Europe,ITA
38407845,39,USA,North America,USA
38407859,308,USA,North America,USA
38408060,45,Russia,Europe,RUS
38408107,56,USA,North America,USA
38408357,999,USA,North America,USA
38408431,49,USA,North America,USA
38408462,607,Malawi,Africa,MWI
38408594,100,Japan,Asia-Pacific,JPN
38408729,59,Canada,North America,CAN
38408790,529,UK,Europe,GBR
38408918,70,China,Asia-Pacific,CHN
38408943,354,Netherlands,Europe,NLD
38408971,50,Iran,Middle East,IRN
38409086,256,France,Europe,FRA
38409142,80,Nigeria,Africa,NGA
38409359,122,China,Asia-Pacific,CHN
38409373,16,Japan,Asia-Pacific,JPN
38409512,376,Australia,Asia-Pacific,AUS
38409798,141,Sweden,Europe,SWE
38411017,348,New Zealand,Asia-Pacific,NZL
38411129,149,Netherlands,Europe,NLD
38411704,129,China,Asia-Pacific,CHN
38411964,335,USA,North America,USA
38412322,108,China,Asia-Pacific,CHN
38412570,94,USA,North America,USA
38412573,135,USA,North America,USA
38412670,50,Germany,Europe,DEU
38413634,21,Japan,Asia-Pacific,JPN
38413877,38,Australia,Asia-Pacific,AUS
38413917,122,India,Asia-Pacific,IND
38413943,50,USA,North America,USA
38413990,125,Spain,Europe,ESP
38413997,3332,Bangladesh,Asia-Pacific,BGD
38414087,26,China,Asia-Pacific,CHN
38414100,20,Australia,Asia-Pacific,AUS
38416223,48,USA,North America,USA
38416388,220,Italy,Europe,ITA
38416430,700,Canada,North America,CAN
38416468,103,Switzerland,Europe,CHE
38416472,3561,Germany,Europe,DEU
38416500,481,USA,North America,USA
38416574,443,USA,North America,USA
38417090,25,Netherlands,Europe,NLD
38417549,5011,Vietnam,Asia-Pacific,VNM
38417912,120,Hong Kong,Asia-Pacific,CHN
38418004,1321,Turkey,Middle East,TUR
38418041,86,Spain,Europe,ESP
38418478,36,China,Asia-Pacific,CHN
38418863,20,USA,North America,USA
38419058,105,USA,North America,USA
38419075,990,Cote d'Ivoire,Africa,CIV
38419428,24,China,Asia-Pacific,CHN
38420129,306,Thailand,Asia-Pacific,THA
38420570,101,Gambia,Africa,GMB
38421007,368,UK,Europe,GBR
38421210,8,USA,North America,USA
38421460,32,New Zealand,Asia-Pacific,NZL
38421647,398,USA,North America,USA
38421648,309,USA,North America,USA
38421649,696,USA,North America,USA
38421651,358,UK,Europe,GBR
38421781,580,USA,North America,USA
38422069,39,China,Asia-Pacific,CHN
38422375,63,USA,North America,USA
38422529,480,Italy,Europe,ITA
38423021,256,Brazil,South America,BRA
38423026,298,UK,Europe,GBR
38423028,60,UK,Europe,GBR
38423090,594,Norway,Europe,NOR
38423547,394,Nepal,Asia-Pacific,NPL
38423549,24,Ethiopia,Africa,ETH
38423752,262,Italy,Europe,ITA
38424200,141,Switzerland,Europe,CHE
38424225,34,China,Asia-Pacific,CHN
38424285,271,China,Asia-Pacific,CHN
38424344,24,USA,North America,USA
38424569,385,Netherlands,Europe,NLD
38426437,31,UK,Europe,GBR
38426788,167,Australia,Asia-Pacific,AUS
38427037,386,Australia,Asia-Pacific,AUS
38427424,354,China,Asia-Pacific,CHN
38427485,784,USA,North America,USA
38427596,348,India,Asia-Pacific,IND
38427636,2674,China,Asia-Pacific,CHN
38427931,46,Italy,Europe,ITA
38428102,100,USA,North America,USA
38428524,75,USA,North America,USA
38428863,63,Nigeria,Africa,NGA
38428875,80,Nigeria,Africa,NGA
38428887,60,China,Asia-Pacific,CHN
38429355,100,Jordan,Middle East,JOR
38429385,50,Iran,Middle East,IRN
38429404,30,USA,North America,USA
38429426,426,Ethiopia,Africa,ETH
38429546,241,UK,Europe,GBR
38429598,202,USA,North America,USA
38429618,331,USA,North America,USA
38429662,19,Saudi Arabia,Middle East,SAU
38429754,202,China,Asia-Pacific,CHN
38430153,112,China,Asia-Pacific,CHN
38430227,179,Japan,Asia-Pacific,JPN
38430272,67,Japan,Asia-Pacific,JPN
38431155,881,UK,Europe,GBR
38431299,174,China,Asia-Pacific,CHN
38431444,102,Bangladesh,Asia-Pacific,BGD
38431540,51,Germany,Europe,DEU
38431547,32,Iran,Middle East,IRN
38431608,448,UK,Europe,GBR
38431616,60,China,Asia-Pacific,CHN
38431655,36,Japan,Asia-Pacific,JPN
38432043,73,Netherlands,Europe,NLD
38432233,30,Sweden,Europe,SWE
38432236,103,Germany,Europe,DEU
38432247,82,France,Europe,FRA
38432884,306,USA,North America,USA
38433297,50,Pakistan,Asia-Pacific,PAK
38433347,35,USA,North America,USA
38433533,27,UK,Europe,GBR
38434594,149,USA,North America,USA
38436075,2859,USA,North America,USA
38436494,12,South Korea,Asia-Pacific,KOR
38436924,136,USA,North America,USA
38436947,741,USA,North America,USA
38437209,662,China,Asia-Pacific,CHN
38437855,109,Japan,Asia-Pacific,JPN
38437873,26,USA,North America,USA
38437999,110,USA,North America,USA
38438123,150,Ghana,Africa,GHA
38438218,60,Canada,North America,CAN
38438448,30,China,Asia-Pacific,CHN
38438534,825,Japan,Asia-Pacific,JPN
38438576,183,Ireland,Europe,IRL
38438999,40,Iran,Middle East,IRN
38439006,80,Iran,Middle East,IRN
38439012,174,China,Asia-Pacific,CHN
38439118,160,Japan,Asia-Pacific,JPN
38441216,119,Australia,Asia-Pacific,AUS
38441272,305,Kenya,Africa,KEN
38441897,297,USA,North America,USA
38441899,36,USA,North America,USA
38443081,79,Sweden,Europe,SWE
38443322,43,Canada,North America,CAN
38443427,180,UK,Europe,GBR
38443439,27,Germany,Europe,DEU
38443526,178,Australia,Asia-Pacific,AUS
38443845,53,China,Asia-Pacific,CHN
38443889,180,China,Asia-Pacific,CHN
38443924,15,South Africa,Africa,ZAF
38443932,162,China,Asia-Pacific,CHN
38443958,329,China,Asia-Pacific,CHN
38444034,152,Sweden,Europe,SWE
38444118,49,USA,North America,USA
38445250,75,USA,North America,USA
38445365,21,UK,Europe,GBR
38445388,53,China,Asia-Pacific,CHN
38445487,216,Sweden,Europe,SWE
38445523,89,Austria,Europe,AUT
38446408,255,Sweden,Europe,SWE
38446471,54,USA,North America,USA
38446480,298,China,Asia-Pacific,CHN
38446481,374,Norway,Europe,NOR
38446992,122,Uganda,Africa,UGA
38447394,106,UK,Europe,GBR
38447421,549,UK,Europe,GBR
38447497,40,Spain,Europe,ESP
38447893,733,USA,North America,USA
38448730,10,USA,North America,USA
38448844,43,China,Asia-Pacific,CHN
38448853,102,USA,North America,USA
38448882,396,China,Asia-Pacific,CHN
38448904,924,Germany,Europe,DEU
38449039,114,USA,North America,USA
38449317,430,USA,North America,USA
38450050,92,India,Asia-Pacific,IND
38450139,203,Mali,Africa,MLI
38450478,270,China,Asia-Pacific,CHN
38450914,885,Vietnam,Asia-Pacific,VNM
38450971,54,Turkey,Middle East,TUR
38451492,260,UK,Europe,GBR
38451525,138,South Korea,Asia-Pacific,KOR
38451686,26,Brazil,South America,BRA
38451884,342,Kenya,Africa,KEN
38452133,37,USA,North America,USA
38452136,159,Poland,Europe,POL
38452212,202,USA,North America,USA
38452313,976,USA,North America,USA
38452692,222,China,Asia-Pacific,CHN
38452857,20,New Zealand,Asia-Pacific,NZL
38453026,1094,Mexico,North America,MEX
38453139,120,China,Asia-Pacific,CHN
38454239,68,China,Asia-Pacific,CHN
38454324,773,Australia,Asia-Pacific,AUS
38454389,160,Iran,Middle East,IRN
38454396,50,Japan,Asia-Pacific,JPN
38454633,300,Mexico,North America,MEX
38455427,109,USA,North America,USA
38455431,10,Brazil,South America,BRA
38455432,58,China,Asia-Pacific,CHN
38455447,20,Poland,Europe,POL
38456617,39,Netherlands,Europe,NLD
38457007,75,USA,North America,USA
38457083,154,Japan,Asia-Pacific,JPN
38457182,211,Australia,Asia-Pacific,AUS
38457201,578,China,Asia-Pacific,CHN
38457386,402,Norway,Europe,NOR
38457825,412,USA,North America,USA
38458408,72,Uganda,Africa,UGA
38458577,119,Bangladesh,Asia-Pacific,BGD
38459049,56,Norway,Europe,NOR
38459081,244,USA,North America,USA
38459254,49,Brazil,South America,BRA
38459471,166,USA,North America,USA
38459484,60,Iran,Middle East,IRN
38459520,33,Germany,Europe,DEU
38459552,615,South Africa,Africa,ZAF
38459910,1162,USA,North America,USA
38460220,25,USA,North America,USA
38460413,120,China,Asia-Pacific,CHN
38460601,108,Denmark,Europe,DNK
38460655,60,Turkey,Middle East,TUR
38460678,257,USA,North America,USA
38460680,18,USA,North America,USA
38460751,457,China,Asia-Pacific,CHN
38461094,134,Ireland,Europe,IRL
38461313,40,Austria,Europe,AUT
38461442,172,China,Asia-Pacific,CHN
38461634,112,USA,North America,USA
38461657,1576,Austria,Europe,AUT
38461840,334,UK,Europe,GBR
38462264,104,UK,Europe,GBR
38462265,104,France,Europe,FRA
38462751,424,UK,Europe,GBR
38463163,149,Mexico,North America,MEX
38465267,141,China,Asia-Pacific,CHN
38466072,315,China,Asia-Pacific,CHN
38466266,540,USA,North America,USA
38466274,3000,China,Asia-Pacific,CHN
38466302,202,USA,North America,USA
38466714,23,USA,North America,USA
38466906,46,Brazil,South America,BRA
38467434,61,UK,Europe,GBR
38467534,47,Spain,Europe,ESP
38467716,60,China,Asia-Pacific,CHN
38467750,105,USA,North America,USA
38467942,89,Germany,Europe,DEU
38468241,72,China,Asia-Pacific,CHN
38468432,40,China,Asia-Pacific,CHN
38468498,98,India,Asia-Pacific,IND
38469966,38,South Korea,Asia-Pacific,KOR
38470167,12,USA,North America,USA
38470420,55,Italy,Europe,ITA
38470468,149,USA,North America,USA
38470885,20,Japan,Asia-Pacific,JPN
38471048,82,USA,North America,USA
38471368,400,China,Asia-Pacific,CHN
38471410,100,Ireland,Europe,IRL
38471990,80,USA,North America,USA
38472152,2285,China,Asia-Pacific,CHN
38472241,592,Egypt,Africa,EGY
38472421,495,China,Asia-Pacific,CHN
38472493,60,China,Asia-Pacific,CHN
38473723,26,Greece,Europe,GRC
38473841,92,Italy,Europe,ITA
38474625,28,Greece,Europe,GRC
38474715,80,Italy,Europe,ITA
38474743,40,Brazil,South America,BRA
38474796,11,Spain,Europe,ESP
38474867,38,Japan,Asia-Pacific,JPN
38475084,24,Thailand,Asia-Pacific,THA
38475699,70,China,Asia-Pacific,CHN
38475748,422,Ethiopia,Africa,ETH
38476099,53,USA,North America,USA
38476496,61,USA,North America,USA
38476498,400,Malaysia,Asia-Pacific,MYS
38477237,378,UK,Europe,GBR
38477423,336,UK,Europe,GBR
38477739,168,South Africa,Africa,ZAF
38477803,43,Brazil,South America,BRA
38477894,224,Germany,Europe,DEU
38477913,1528,South Korea,Asia-Pacific,KOR
38477920,79,Japan,Asia-Pacific,JPN
38477921,345,China,Asia-Pacific,CHN
38478165,113,UK,Europe,GBR
38478462,100,USA,North America,USA
38478509,91,USA,North America,USA
38478634,640,France,Europe,FRA
38479039,70,Italy,Europe,ITA
38479117,80,South Africa,Africa,ZAF
38479344,3363,China,Asia-Pacific,CHN
38479939,36,Germany,Europe,DEU
38480778,394,China,Asia-Pacific,CHN
38480877,19,Sierra Leone,Africa,SLE
38481080,100,South Korea,Asia-Pacific,KOR
38481148,140,China,Asia-Pacific,CHN
38481195,113,Brazil,South America,BRA
38481289,84,Netherlands,Europe,NLD
38481823,60,China,Asia-Pacific,CHN
38483057,85,Australia,Asia-Pacific,AUS
38483366,204,USA,North America,USA
38483398,96,China,Asia-Pacific,CHN
38483412,296,USA,North America,USA
38483543,10,UK,Europe,GBR
38483611,133,Japan,Asia-Pacific,JPN
38483940,24,USA,North America,USA
38484257,2414,USA,North America,USA
38484880,285,Germany,Europe,DEU
38485134,46,Germany,Europe,DEU
38485431,452,Papua New Guinea,Asia-Pacific,PNG
38485614,270,Netherlands,Europe,NLD
38485641,86,Australia,Asia-Pacific,AUS
38485807,30,Iran,Middle East,IRN
38485912,40,Iran,Middle East,IRN
38485953,543,USA,North America,USA
38486036,162,Finland,Europe,FIN
38486075,603,Brazil,South America,BRA
38486359,39,USA,North America,USA
38488418,42,South Africa,Africa,ZAF
38488713,15,USA,North America,USA
38488780,382,USA,North America,USA
38488949,99,Australia,Asia-Pacific,AUS
38489346,390,Uganda,Africa,UGA
38489493,400,Kenya,Africa,KEN
38489705,122,China,Asia-Pacific,CHN
38489732,100,China,Asia-Pacific,CHN
38489966,100,Taiwan,Asia-Pacific,TWN
38490057,312,USA,North America,USA
38490083,31,Australia,Asia-Pacific,AUS
38490102,12,Spain,Europe,ESP
38490263,638,USA,North America,USA
38490277,100,China,Asia-Pacific,CHN
38490284,195,USA,North America,USA
38490532,235,USA,North America,USA
38490660,61,USA,North America,USA
38490856,179,Sweden,Europe,SWE
38491110,13,Germany,Europe,DEU
38491226,142,Uganda,Africa,UGA
38491235,122,China,Asia-Pacific,CHN
38491433,30,Thailand,Asia-Pacific,THA
38491528,146,Liberia,Africa,LBR
38491559,92,USA,North America,USA
38492047,40,Turkey,Middle East,TUR
38492812,40,USA,North America,USA
38492924,340,UK,Europe,GBR
38493275,165,Germany,Europe,DEU
38493287,100,Spain,Europe,ESP
38493348,656,USA,North America,USA
38494405,210,Australia,Asia-Pacific,AUS
38494525,100,Vietnam,Asia-Pacific,VNM
38494550,37,UK,Europe,GBR
38494656,217,USA,North America,USA
38494683,53,China,Asia-Pacific,CHN
38494686,127,China,Asia-Pacific,CHN
38497462,781,Finland,Europe,FIN
38497987,120,USA,North America,USA
38497992,773,USA,North America,USA
38498075,86,UK,Europe,GBR
38498964,56,Brazil,South America,BRA
38499295,67,UK,Europe,GBR
38499320,55,Kosovo,Europe,XKX
38500043,219,China,Asia-Pacific,CHN
38500059,70,Iran,Middle East,IRN
38500095,40,Australia,Asia-Pacific,AUS
38500327,90,China,Asia-Pacific,CHN
38501181,208,South Korea,Asia-Pacific,KOR
38501751,432,USA,North America,USA
38502052,749,USA,North America,USA
38502074,80,USA,North America,USA
38502126,207,France,Europe,FRA
38502127,350,USA,North America,USA
38502177,133,Australia,Asia-Pacific,AUS
38502425,200,Egypt,Africa,EGY
38502656,132,South Africa,Africa,ZAF
38503484,42,China,Asia-Pacific,CHN
38503490,95,Netherlands,Europe,NLD
38503814,85,China,Asia-Pacific,CHN
38503844,300,China,Asia-Pacific,CHN
38503972,453,China,Asia-Pacific,CHN
38503990,63,USA,North America,USA
38504094,20,Spain,Europe,ESP
38504189,64,China,Asia-Pacific,CHN
38504251,105,China,Asia-Pacific,CHN
38504268,947,China,Asia-Pacific,CHN
38504543,144,China,Asia-Pacific,CHN
38504544,73,China,Asia-Pacific,CHN
38504677,60,Pakistan,Asia-Pacific,PAK
38504751,260,Iran,Middle East,IRN
38505751,538,China,Asia-Pacific,CHN
38506679,120,China,Asia-Pacific,CHN
38506828,141,Ghana,Africa,GHA
38506889,565,Finland,Europe,FIN
38507025,76,UK,Europe,GBR
38507268,145,USA,North America,USA
38507356,308,Italy,Europe,ITA
38507425,1303,UK,Europe,GBR
38508904,56,Australia,Asia-Pacific,AUS
38509101,68,Germany,Europe,DEU
38509459,52,Australia,Asia-Pacific,AUS
38509490,52,Iran,Middle East,IRN
38509495,51,USA,North America,USA
38509501,80,Germany,Europe,DEU
38509527,25,UK,Europe,GBR
38509576,400,Italy,Europe,ITA
38509614,140,Netherlands,Europe,NLD
38509699,400,China,Asia-Pacific,CHN
38509745,110,China,Asia-Pacific,CHN
38511583,48,Netherlands,Europe,NLD
38511731,32,Brazil,South America,BRA
38512045,748,UK,Europe,GBR
38512051,107,UK,Europe,GBR
38512064,129,UK,Europe,GBR
38512076,600,UK,Europe,GBR
38512394,240,India,Asia-Pacific,IND
38513087,204,UK,Europe,GBR
38513337,30,Australia,Asia-Pacific,AUS
38513436,173,Switzerland,Europe,CHE
38513746,96,South Korea,Asia-Pacific,KOR
38514281,56,Thailand,Asia-Pacific,THA
38514752,717,Iceland,Europe,ISL
38515197,102,China,Asia-Pacific,CHN
38517210,1022,USA,North America,USA
38517442,303,USA,North America,USA
38518029,95,Nigeria,Africa,NGA
38518033,600,China,Asia-Pacific,CHN
38518071,29,USA,North America,USA
38518154,40,China,Asia-Pacific,CHN
38518848,18,Canada,North America,CAN
38519132,16,USA,North America,USA
38519154,145,China,Asia-Pacific,CHN
38519507,52,Germany,Europe,DEU
38519525,167,USA,North America,USA
38519563,95,UK,Europe,GBR
38519809,60,Turkey,Middle East,TUR
38519888,95,Netherlands,Europe,NLD
38520676,18,Austria,Europe,AUT
38520827,170,Denmark,Europe,DNK
38521772,220,Switzerland,Europe,CHE
38521913,53,China,Asia-Pacific,CHN
38522033,18,UK,Europe,GBR
38522127,701,Norway,Europe,NOR
38522144,129,China,Asia-Pacific,CHN
38522443,124,Ethiopia,Africa,ETH
38522510,97,UK,Europe,GBR
38523332,108,USA,North America,USA
38523341,77,USA,North America,USA
38525282,14,Australia,Asia-Pacific,AUS
38525931,533,UK,Europe,GBR
38525999,239,Denmark,Europe,DNK
38526047,65,USA,North America,USA
38526493,169,China,Asia-Pacific,CHN
38526495,788,Germany,Europe,DEU
38526516,84,China,Asia-Pacific,CHN
